FIPS,fire,category,drop,drop_pct
06037302002,PALISADES,residential_elderly_disabled,6.385386884111219e-05,0.06946263184910959
06037302003,PALISADES,residential_elderly_disabled,4.707008333607191e-05,0.051845899800086595
06037302004,PALISADES,residential_elderly_disabled,3.351674096728916e-05,0.03732210607662838
06037302102,PALISADES,residential_elderly_disabled,4.4298134116370924e-05,0.04853572567535984
06037302103,PALISADES,residential_elderly_disabled,3.941035920283122e-05,0.04350688059829972
06037302104,PALISADES,residential_elderly_disabled,2.0605336196636194e-05,0.023136615142733116
06037302201,PALISADES,residential_elderly_disabled,6.466860630829312e-05,0.07012488708366538
06037302202,PALISADES,residential_elderly_disabled,6.98022781268729e-05,0.07528649960509443
06037302301,PALISADES,residential_elderly_disabled,0.00010330588207919726,0.10905920085947274
06037302302,PALISADES,residential_elderly_disabled,0.00010530488271455341,0.11086979243996929
06037302401,PALISADES,residential_elderly_disabled,0.00011088816531836825,0.11616339806368803
06037302503,PALISADES,residential_elderly_disabled,7.047948417297519e-05,0.07589233791770336
06037302504,PALISADES,residential_elderly_disabled,7.844524007687865e-05,0.08395123075661054
06037302505,PALISADES,residential_elderly_disabled,9.817958475981339e-05,0.10360821414331478
06037302506,PALISADES,residential_elderly_disabled,7.773497045814303e-05,0.08310820280904592
06037310100,PALISADES,residential_elderly_disabled,8.968499718227927e-05,0.09760749988198167
06037310201,PALISADES,residential_elderly_disabled,0.0001218180656113853,0.1275800130057051
06037310202,PALISADES,residential_elderly_disabled,0.00011347020795900975,0.11994337081236679
06037310300,PALISADES,residential_elderly_disabled,0.00013584680567503308,0.139796581872014
06037310400,PALISADES,residential_elderly_disabled,0.00016419489313040727,0.16309496477138136
06037310501,PALISADES,residential_elderly_disabled,0.00019081369568266985,0.18482750531223013
06037310601,PALISADES,residential_elderly_disabled,0.0001680054007243756,0.16693333377014316
06037310602,PALISADES,residential_elderly_disabled,0.00015153567677136107,0.15342276743253347
06037310701,PALISADES,residential_elderly_disabled,0.000154238912247988,0.1559716937694575
06037310703,PALISADES,residential_elderly_disabled,0.0001443332030655989,0.14775068857344145
06037310704,PALISADES,residential_elderly_disabled,0.0001405457963998755,0.1442594421816654
06037310705,PALISADES,residential_elderly_disabled,0.00015671887568263906,0.15826408184183605
06037310800,PALISADES,residential_elderly_disabled,0.0001980185813936463,0.19212027487529726
06037310900,PALISADES,residential_elderly_disabled,0.0002020308247747915,0.1947911381293518
06037311000,PALISADES,residential_elderly_disabled,0.00022108700767716323,0.20893752233197377
06037311100,PALISADES,residential_elderly_disabled,0.00024080604104356656,0.22344383318701055
06037311200,PALISADES,residential_elderly_disabled,0.0002669939818195746,0.2444318668518089
